TransLvl,NameStr,MonType,AI,Level,lUndead,hUndead,demon,flying,Skill1,Sk1mode,Sk1lvl,Skill2,Sk2mode,Sk2lvl,Skill3,Sk3mode,Sk3lvl,Skill4,Sk4mode,Sk4lvl,Skill5,Sk5mode,Sk5lvl,Skill6,Sk6mode,Sk6lvl,Skill7,Sk7mode,Sk7lvl,Skill8,Sk8mode,Sk8lvl,ResDm,ResMa,ResFi,ResLi,ResCo,ResPo,ToBlock,minHP,maxHP,AC,Exp,A1MinD,A1MaxD,A1TH,TreasureClass1,TreasureClass2,TreasureClass3
2,Horadrim Ancient,unraveler,GreaterMummy,40,,1,,,Resurrect2,seq_mummyres,1,Bestow,seq_mummyres,1,UnHolyBoltEx,seq_mummyres,1,,,,,,,,,,,,,,,,,,,,,50,39,192,235,84,211,121,153,93,Act 5 Cast B,Act 5 Champ B,Act 5 Unique B
1,Zealot,zakarum,ZakarumZealot,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,131,173,85,100,57,101,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
2,Zealot,zakarum,ZakarumZealot,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,131,173,85,100,57,101,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
1,Heirophant,zakarum,ZakarumPriest,24,,,,,ZakarumHeal,S1,3,ZakarumLightning,S1,1,MonTeleport,S1,1,MonBlizzard,S1,1,,,,,,,,,,,,,,,,,,,24,131,173,85,106,69,151,92,Act 3 Cast B,Act 3 Champ B,Act 3 Unique B
2,Heirophant,zakarum,ZakarumPriest,24,,,,,ZakarumHeal,S1,3,ZakarumLightning,S1,1,MonTeleport,S1,1,MonBlizzard,S1,1,,,,,,,,,,,,,,,,,,,24,131,173,85,106,69,151,92,Act 3 Cast B,Act 3 Champ B,Act 3 Unique B
2,Grotesque,vilekind,VileMother,30,,,1,,Nest,seq_vileres,1,,,,,,,,,,,,,,,,,,,,,,,,,,40,,29,228,294,63,168,90,190,92,Act 4 Cast B,Act 4 Champ B,Act 4 Unique B
0,FleshSpawner,vilekind,VileMother,30,,,1,,Nest,seq_vileres,1,,,,,,,,,,,,,,,,,,,,,,,,,,40,,29,228,294,63,168,90,190,92,Act 4 Cast B,Act 4 Champ B,Act 4 Unique B
2,GrotesqueWyrm,vilekind,VileDog,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,47,55,84,84,89,48,74,151,Act 4 Cast A,Act 4 Champ A,Act 4 Unique A
0,FleshBeast,vilekind,VileDog,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,47,55,84,84,89,48,74,151,Act 4 Cast A,Act 4 Champ A,Act 4 Unique A
4,WorldKiller,sandmaggot,SandMaggot,27,,,,,MagottUp,seq_maggotup,1,MagottDown,seq_maggotdown,1,MagottLay,seq_maggotlay,1,,,,,,,,,,,,,,,,,,,,,,27,140,172,84,127,89,189,93,Act 4 H2H A,Act 4 Champ A,Act 4 Unique A
4,WorldKillerYoung,sandmaggot,MaggotLarva,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,21,65,85,55,26,44,92,,,
4,WorldKillerEgg,,MaggotEgg,27,,,,,MaggotEgg,seq_maggotegg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,95,84,54,,,,,,
2,Slayerexp,minion,Minion,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,190,237,101,226,77,97,151,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
3,HellSpawn,minion,Minion,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,190,237,101,226,77,97,151,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
2,GreaterHellSpawn,minion,Minion,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,190,237,101,226,77,97,151,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
0,Arach,arach,Arach,23,,,,,SpiderLay,A2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,151,190,85,114,94,147,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
0,Balrog,megademon,Megademon,30,,,1,,MegademonInferno,S1,9,,,,,,,,,,,,,,,,,,,,,,,,70,,,70,39,191,228,101,152,53,95,125,Act 4 H2H B,Act 4 Champ B,Act 4 Unique B
0,PitLord,megademon,Megademon,30,,,1,,MegademonInferno,S1,9,,,,,,,,,,,,,,,,,,,,,,,,70,,,70,39,191,228,101,152,53,95,125,Act 4 H2H B,Act 4 Champ B,Act 4 Unique B
0,Imp1,imp,Imp,38,,,1,,Imp Teleport,S1,1,ImpBolt,S2,1,Imp Fireball,S2,3,Imp Fire Missile Ex,A1,1,Imp Inferno,seq_impinferno,5,,,,,,,,,,,,,,,,37,65,107,84,137,,,,Act 5 Cast C,Act 5 Champ C,Act 5 Unique C
3,Imp4,imp,Imp,38,,,1,,Imp Teleport,S1,1,ImpBolt,S2,1,Imp Fireball,S2,3,Imp Fire Missile Ex,A1,1,Imp Inferno,seq_impinferno,5,,,,,,,,,,,,,,,,37,65,107,84,137,,,,Act 5 Cast C,Act 5 Champ C,Act 5 Unique C
2,Undead StygianDoll,undeadfetish,Fetish,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,24,65,107,85,79,69,101,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
2,Undead SoulKiller,undeadfetish,Fetish,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,24,65,107,85,79,69,101,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
1,Strangler,fingermage,FingerMage,30,1,,,1,FingerMageSpider,S1,5,,,,,,,,,,,,,,,,,,,,,,,,60,60,,,29,152,209,84,130,53,122,92,Act 4 Wraith B,Act 4 Champ B,Act 4 Unique B
1,StormCaster,fingermage,FingerMage,30,1,,,1,FingerMageSpider,S1,5,,,,,,,,,,,,,,,,,,,,,,,,60,60,,,29,152,209,84,130,53,122,92,Act 4 Wraith B,Act 4 Champ B,Act 4 Unique B
2,MawFiend,regurgitator,Regurgitator,30,,,1,,RegurgitatorEat,S1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,209,283,84,163,90,148,92,Act 4 H2H B,Act 4 Champ B,Act 4 Unique B
3,BloodLord,vampire,Vampire,25,,1,,,VampireFireball,SC,5,VampireFirewall,SC,5,VampireMeteor,SC,5,VampireMissile,SC,1,,,,,,,,,,,,,60,,,,50,,25,152,210,85,113,51,119,93,Act 3 Cast C,Act 3 Champ C,Act 3 Unique C
0,GhoulLord,vampire,Vampire,25,,1,,,VampireFireball,SC,5,VampireFirewall,SC,5,VampireMeteor,SC,5,VampireMissile,SC,1,,,,,,,,,,,,,60,,,,50,,25,152,210,85,113,51,119,93,Act 3 Cast C,Act 3 Champ C,Act 3 Unique C
3,DarkLord,vampire,Vampire,25,,1,,,VampireFireball,SC,5,VampireFirewall,SC,5,VampireMeteor,SC,5,VampireMissile,SC,1,,,,,,,,,,,,,60,,,,50,,25,152,210,85,113,51,119,93,Act 3 Cast C,Act 3 Champ C,Act 3 Unique C
0,UnholyCorpse,zombie,ReanimatedHorde,42,1,,,,Self-resurrect,S1,1,Charge,seq_reanimatedcharge,1,,,,,,,,,,,,,,,,,,,,50,,,,70,50,114,170,107,173,35,89,138,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,DoomKnight,doomknight,DoomKnight,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,20,40,24,131,173,107,111,69,151,92,Act 4 H2H A,Act 4 Champ A,Act 4 Unique A
0,DoomKnight,doomknight,DoomKnight,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,20,40,24,131,173,107,111,69,151,92,Act 4 H2H A,Act 4 Champ A,Act 4 Unique A
0,OblivionKnight,doomknight,OblivionKnight,30,1,,,,DoomKnightMissile,S1,1,MonBoneArmor,S1,6,MonBoneSpirit,S1,2,Decrepify,S2,3,Bestow,seq_undeadbestow,2,MonCurseCast,S2,3,,,,,,,,,60,60,60,60,29,130,171,107,131,69,153,92,Act 4 H2H B,Act 4 Champ B,Act 4 Unique B
0,OblivionKnight,doomknight,OblivionKnight,30,1,,,,DoomKnightMissile,S1,1,MonBoneArmor,S1,6,MonBoneSpirit,S1,2,Decrepify,S2,3,Bestow,seq_undeadbestow,2,MonCurseCast,S2,3,,,,,,,,,60,60,60,60,29,130,171,107,131,69,153,92,Act 4 H2H B,Act 4 Champ B,Act 4 Unique B
3,Cadaver,mummy,Mummy,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,25,70,154,85,89,57,107,93,Act 3 H2H C,Act 3 Champ C,Act 3 Unique C
0,Mephisto,demon,UberMephisto,110,,,1,,PrimeLightning,A2,6,PrimeBolt,A2,20,PrimePoisonNova,A2,7,MephistoMissile,A2,5,MephFrostNova,A2,1,Blizzard,A2,5,,,,,,,,,33,33,25,50,20,5695,5695,124,2131,295,442,251,,,
0,Diablo,demon,UberDiablo,110,,,1,,DiabLight,SC,2,DiabCold,S2,2,DiabFire,S1,4,DiabWall,S3,2,DiabRun,seq_diablorun,5,PrimeFirewall,S3,8,DiabPrison,S3,1,Diablogeddon,S3,5,50,50,75,75,75,75,50,6427,6427,87,3462,77,197,313,,,
0,izual,demon,UberIzual,110,,,,,Frost Nova,SC,8,Chilling Armor,SC,20,MonTeleport,SC,1,,,,,,,,,,,,,,,,30,30,30,30,75,30,50,9481,9481,84,3695,132,237,251,,,
0,Lilith,demon,Andariel,110,,,1,,AndrialSpray,seq_andarielspray,1,AndyPoisonBolt,A1,1,,,,,,,,,,,,,,,,,,,,,-50,50,50,80,0,2562,2562,84,916,76,238,153,,,
0,Duriel,demon,Duriel,110,,,1,,Charge,seq_durielcharge,5,Jab,seq_durieljab,15,Smite,seq_durielsmite,7,MonHolyFreeze,NU,1,,,,,,,,,,,,,,,20,20,50,20,0,4757,4757,85,1655,140,180,201,,,
0,Baal Crab,demon,UberBaal,110,,,1,,Baal Nova,S3,1,Baal Inferno,seq_baalinferno,1,Baal Tentacle,S2,1,Baal Cold Missiles,A1,1,Baal Teleport,A1,1,Defense Curse,S3,3,Blood Mana,S3,3,Chilling Armor,A1,30,,,33,33,33,50,40,6336,6336,87,6460,106,179,251,,,
7,Evil hut,,MinionSpawner,14,,,,,MinionSpawner,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,67,107,84,93,,,,,,
0,Dummy,,EvilHole,1,,,,,Nest,S4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,PitLord,megademon,Megademon,30,,,1,,MegademonInferno,S1,9,,,,,,,,,,,,,,,,,,,,,,,,70,,,70,39,191,228,101,152,53,95,125,Act 4 H2H B,Act 4 Champ B,Act 4 Unique B
0,OblivionKnight,doomknight,OblivionKnight,30,1,,,,DoomKnightMissile,S1,1,MonBoneArmor,S1,6,MonBoneSpirit,S1,2,Decrepify,S2,3,Bestow,seq_undeadbestow,2,MonCurseCast,S2,3,,,,,,,,,60,60,60,60,29,130,171,107,131,69,153,92,Act 4 H2H B,Act 4 Champ B,Act 4 Unique B
3,Imp4,imp,Imp,38,,,1,,Imp Teleport,S1,1,ImpBolt,S2,1,Imp Fireball,S2,3,Imp Fire Missile Ex,A1,1,Imp Inferno,seq_impinferno,5,,,,,,,,,,,,,,,,37,65,107,84,137,,,,Act 5 Cast C,Act 5 Champ C,Act 5 Unique C
3,HellSwarm,swarm,Swarm,22,,,,,Swarm Move,seq_swarmmove,1,,,,,,,,,,,,,,,,,,,,,,90,,,40,,,22,22,44,85,61,79,93,94,Swarm 2,Act 3 Champ B,Act 3 Unique B
4,WorldKiller,sandmaggot,SandMaggot,27,,,,,MagottUp,seq_maggotup,1,MagottDown,seq_maggotdown,1,MagottLay,seq_maggotlay,1,,,,,,,,,,,,,,,,,,,,,,27,140,172,84,127,89,189,93,Act 4 H2H A,Act 4 Champ A,Act 4 Unique A
0,Arach,arach,Arach,23,,,,,SpiderLay,A2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,151,190,85,114,94,147,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
0,SteelWeevil,scarab,Scarab,24,,,,,Jab,seq_scarabjab,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,67,111,85,83,51,151,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
2,Hell Temptress,succubus,Succubus,42,,,1,1,,,,,,,Defense Curse,S2,3,Blood Mana,S2,3,SuccubusBolt,S2,1,,,,,,,,,,,,,,,,50,95,152,107,159,47,85,125,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,VileWitch,succubus,SuccubusWitch,42,,,1,1,Amplify Damage,S2,3,Weaken,S2,3,Defense Curse,S2,3,Blood Mana,S2,3,SuccubusBolt,S2,3,,,,,,,,,,,,,,80,,50,95,152,107,161,47,85,138,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
4,FleshHunter,corruptrogue,CorruptRogue,23,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,40,65,107,85,78,47,121,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
2,DarkArcher,corruptrogue,CorruptArcher,5,,,1,,MonBow,A1,1,MonColdArrow,A1,9,MonFreezingArrow,A1,7,,,,,,,,,,,,,,,,,,,,,,15,93,131,84,91,30,60,255,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
3,BlackLancer,corruptrogue,CorruptLancer,5,,,1,,Jab,seq_crlancerjab,3,MonPowerStrike,A1,9,,,,,,,,,,,,,,,,,,,,,,,,,6,85,124,84,91,76,151,91,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
4,HellWhip,overseer,Overseer,39,,,1,,Cry Help,S1,1,Healing Vortex,S2,1,Overseer Whip,A2,1,Smite,seq_genericspawner,1,,,,,,,,,,,,,,,,,,,50,379,379,84,142,61,117,126,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
1,Returned,skeleton,Skeleton,14,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,20,,60,,50,30,94,131,84,85,41,101,94,Act 2 H2H A,Act 2 Champ A,Act 2 Unique A
4,HorrorArcher,skeleton,SkeletonBow,41,,1,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,33,33,33,140,48,70,100,100,95,10,25,115,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
3,BurningDeadMage,skeleton,SkeletonMage,8,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,30,,,50,15,56,84,84,56,,,,,,
3,HorrorMage,skeleton,SkeletonMage,8,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,30,,50,15,56,84,84,56,,,,,,
2,BoneMage,skeleton,SkeletonMage,15,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,15,56,84,84,56,,,,,,
0,HorrorMage,skeleton,SkeletonMage,17,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,70,17,56,81,84,55,,,,,,
3,DarkLord,vampire,Vampire,25,,1,,,VampireFireball,SC,5,VampireFirewall,SC,5,VampireMeteor,SC,5,VampireMissile,SC,1,,,,,,,,,,,,,60,,,,50,,25,152,210,85,113,51,119,93,,,
0,Specter,wraith,Wraith,15,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,50,8,83,165,84,93,61,121,94,,,
0,BurningSoul,willowisp,WillOWisp,42,1,,,1,Chain Lightning,SC,4,,,,,,,,,,,,,,,,,,,,,,70,,,80,,,28,44,87,84,82,34,151,93,,,
0,dummy,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hell Bovine,bovine,Skeleton,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,133,285,88,140,151,223,93,Cow,Act 4 Champ B,Act 4 Unique B
4,PlagueBearer,zombie,Zombie,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,50,17,109,192,84,109,55,137,92,Act 2 H2H B,Act 2 Champ B,Act 2 Unique B
0,dummy,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,dummy,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
